Dorsal,Nombre,Posicion,Altura,Ano_de_nacimiento,Alcance_en_ataque,Alcance_en_bloqueo,id_jugador,temporada,id_equipo
8,Bertassoni Paulo Renan,Colocador/a,186.0,1985,340.0,325.0,67-2022-2023,2022-2023,5-2022-2023
9,Rattray Brandon,Opuesto,195.0,1998,330.0,320.0,68-2022-2023,2022-2023,5-2022-2023
10,Almansa Jorge,Receptor,195.0,1991,346.0,330.0,69-2022-2023,2022-2023,5-2022-2023
11,Fernandez Lopez Fernando,Middle-blocker,200.0,1997,338.0,325.0,70-2022-2023,2022-2023,5-2022-2023
13,Zonca Paolo,Receptor,197.0,1997,345.0,335.0,71-2022-2023,2022-2023,5-2022-2023
14,Ruiz Mira Borja,Middle-blocker,203.0,1992,356.0,340.0,72-2022-2023,2022-2023,5-2022-2023
15,Knigge Matthew,Middle-blocker,203.0,1996,358.0,340.0,73-2022-2023,2022-2023,5-2022-2023
17,Susickis Vladislad,Colocador/a,0.0,1997,0.0,0.0,74-2022-2023,2022-2023,5-2022-2023
18,Ramos Martin Emiliano,Middle-blocker,197.0,1991,330.0,320.0,75-2022-2023,2022-2023,5-2022-2023
22,Conde Barrios Lucas,Receptor,195.0,2004,330.0,320.0,76-2022-2023,2022-2023,5-2022-2023
1,Funes Facundo Jesus,Receptor,183.0,1994,334.0,307.0,77-2022-2023,2022-2023,6-2022-2023
3,Nieves Suarez Carlos,Opuesto,203.0,2004,342.0,312.0,78-2022-2023,2022-2023,6-2022-2023
4,Monfort Minaya Javier,Receptor,196.0,1990,346.0,320.0,79-2022-2023,2022-2023,6-2022-2023
7,Mengod Bautista Fernando,Receptor,184.0,1993,326.0,293.0,80-2022-2023,2022-2023,6-2022-2023
9,Nogueira Amorim Victor Lucas,Opuesto,201.0,1997,341.0,318.0,81-2022-2023,2022-2023,6-2022-2023
10,Huerta Fabregat Jose Ignacio,Colocador/a,179.0,1998,322.0,292.0,82-2022-2023,2022-2023,6-2022-2023
12,Monfort Minaya Vicente,Colocador/a,185.0,1988,328.0,305.0,83-2022-2023,2022-2023,6-2022-2023
14,Perez Lledo Pablo,Opuesto,0.0,2004,0.0,0.0,84-2022-2023,2022-2023,6-2022-2023
15,Soriano Huesca Lucas,Middle-blocker,187.0,2003,323.0,306.0,85-2022-2023,2022-2023,6-2022-2023
17,Nagiev Vladis,Middle-blocker,201.0,1992,3335.0,313.0,86-2022-2023,2022-2023,6-2022-2023
18,Iborra Ballester Hector,Libero,179.0,2003,306.0,280.0,87-2022-2023,2022-2023,6-2022-2023
19,de Juan David,Receptor,192.0,1998,334.0,317.0,88-2022-2023,2022-2023,6-2022-2023
20,Postemsky Ivan,Middle-blocker,203.0,1992,334.0,315.0,89-2022-2023,2022-2023,6-2022-2023
21,Mengod Bautista Javier,Libero,184.0,1996,315.0,285.0,90-2022-2023,2022-2023,6-2022-2023
22,Scarpin Maximiliano,Middle-blocker,202.0,1990,333.0,312.0,91-2022-2023,2022-2023,6-2022-2023
1,Radunovic Balsa,Receptor,204.0,1992,350.0,330.0,92-2022-2023,2022-2023,7-2022-2023
3,Ruda Martinez Florentino,Receptor,195.0,2003,334.0,340.0,93-2022-2023,2022-2023,7-2022-2023
6,El Mesaoudi Sufian,Receptor,185.0,2003,331.0,320.0,94-2022-2023,2022-2023,7-2022-2023
7,Tahiri El Aissati Mikael,Opuesto,179.0,1997,337.0,317.0,95-2022-2023,2022-2023,7-2022-2023
9,Lopez Alacio David,Middle-blocker,198.0,2000,343.0,345.0,96-2022-2023,2022-2023,7-2022-2023
10,Luengas Ignacio Agustin,Receptor,204.0,1996,355.0,345.0,97-2022-2023,2022-2023,7-2022-2023
11,Mimoun Chakrani Azddin,Middle-blocker,194.0,2004,360.0,338.0,98-2022-2023,2022-2023,7-2022-2023
12,Diedhiou Pascal Jean,Middle-blocker,210.0,1993,360.0,340.0,99-2022-2023,2022-2023,7-2022-2023
17,Anes Peralta Frander,Colocador/a,193.0,1984,325.0,328.0,100-2022-2023,2022-2023,7-2022-2023
24,Giustiniano Mariano Ariel,Receptor,190.0,1986,355.0,345.0,101-2022-2023,2022-2023,7-2022-2023
28,Riganti Juan Martin,Colocador/a,188.0,1988,330.0,320.0,102-2022-2023,2022-2023,7-2022-2023
87,Martina Federico,Opuesto,202.0,1992,348.0,328.0,103-2022-2023,2022-2023,7-2022-2023
88,Larranaga Ledo Unai,Libero,180.0,2000,330.0,315.0,104-2022-2023,2022-2023,7-2022-2023
1,Lorente Camacho Ruben,Colocador/a,187.0,1998,280.0,240.0,105-2022-2023,2022-2023,8-2022-2023
3,Edward Batalla Dexter,Colocador/a,200.0,2000,350.0,333.0,106-2022-2023,2022-2023,8-2022-2023
5,Mendez Jimenez Victor,Middle-blocker,198.0,1997,345.0,335.0,107-2022-2023,2022-2023,8-2022-2023
7,Coutinho Muryllo,Receptor,189.0,1995,330.0,320.0,108-2022-2023,2022-2023,8-2022-2023
8,Ferrandez Moles Emilio,Receptor,195.0,2001,346.0,325.0,109-2022-2023,2022-2023,8-2022-2023
9,Tellez Rodriguez Axel,Middle-blocker,203.0,1999,355.0,340.0,110-2022-2023,2022-2023,8-2022-2023
10,Lopez Garcia Ruben,Middle-blocker,200.0,1999,350.0,330.0,111-2022-2023,2022-2023,8-2022-2023
13,De Melo Rodrigo Roberto,Opuesto,193.0,1996,345.0,325.0,112-2022-2023,2022-2023,8-2022-2023
18,Gamiz Padilla Aharon,Libero,180.0,1988,285.0,250.0,113-2022-2023,2022-2023,8-2022-2023
19,Navarro Allueva Jorge,Opuesto,186.0,2003,280.0,250.0,114-2022-2023,2022-2023,8-2022-2023
20,Vildosola Mariano,Receptor,192.0,1991,330.0,320.0,115-2022-2023,2022-2023,8-2022-2023
33,Neviadomskyi Stanislav,Receptor,202.0,1994,340.0,325.0,116-2022-2023,2022-2023,8-2022-2023
1,Perez Jaime,Colocador/a,196.0,1985,0.0,0.0,117-2022-2023,2022-2023,9-2022-2023
2,Salvador Esteban Manuel,Receptor,192.0,1986,0.0,0.0,118-2022-2023,2022-2023,9-2022-2023
4,Pyvovarenko Daniil,Opuesto,205.0,2004,0.0,0.0,119-2022-2023,2022-2023,9-2022-2023
5,Lorente Lopez Lucas,Colocador/a,194.0,2001,0.0,0.0,120-2022-2023,2022-2023,9-2022-2023
8,Belda de Vial Luke,Receptor,195.0,2003,0.0,0.0,121-2022-2023,2022-2023,9-2022-2023
9,Villalba Zamorano Jose,Receptor,195.0,2000,0.0,0.0,122-2022-2023,2022-2023,9-2022-2023
10,San Martin Rodriguez Alejandro,Libero,180.0,1994,0.0,0.0,123-2022-2023,2022-2023,9-2022-2023
11,Moreno Mosquera Juan Pablo,Opuesto,196.0,1997,0.0,0.0,124-2022-2023,2022-2023,9-2022-2023
13,Jimenez Abeytua Rodrigo,Libero,180.0,2005,0.0,0.0,125-2022-2023,2022-2023,9-2022-2023
14,Vargas Pelegrin,Receptor,193.0,1998,0.0,0.0,126-2022-2023,2022-2023,9-2022-2023
18,Ruiz Rubio Alberto,Colocador/a,181.0,1994,0.0,0.0,127-2022-2023,2022-2023,9-2022-2023
19,Dos Santos Junior Mario Augusto,Middle-blocker,200.0,1988,0.0,0.0,128-2022-2023,2022-2023,9-2022-2023
20,Domenech Tous Joan,Middle-blocker,204.0,2001,0.0,0.0,129-2022-2023,2022-2023,9-2022-2023
21,Tenorio Capeloci Davi,Middle-blocker,209.0,2005,0.0,0.0,130-2022-2023,2022-2023,9-2022-2023
1,Alves Castro Adrian,Libero,168.0,0,0.0,0.0,131-2022-2023,2022-2023,10-2022-2023
2,Tubio Ageitos Alberto,Libero,170.0,2003,0.0,0.0,132-2022-2023,2022-2023,10-2022-2023
3,Casais Blanco Martin,Receptor,194.0,2005,0.0,0.0,133-2022-2023,2022-2023,10-2022-2023
4,Martinez Blanco Ismael,Colocador/a,175.0,0,0.0,0.0,134-2022-2023,2022-2023,10-2022-2023
5,Arjones Ferreiros Jaime,Colocador/a,188.0,2003,0.0,0.0,135-2022-2023,2022-2023,10-2022-2023
6,Mendoza Fhilo Kleist Praia,Receptor,193.0,1989,0.0,0.0,136-2022-2023,2022-2023,10-2022-2023
7,Davila Torrado Alan,Receptor,180.0,2003,0.0,0.0,137-2022-2023,2022-2023,10-2022-2023
8,Garcia Ordonez Martin,Colocador/a,170.0,2006,0.0,0.0,138-2022-2023,2022-2023,10-2022-2023
9,Nieto Gontad Pablo,Receptor,186.0,2000,0.0,0.0,139-2022-2023,2022-2023,10-2022-2023
10,Quelle Rodriguez Juan,Opuesto,185.0,1995,0.0,0.0,140-2022-2023,2022-2023,10-2022-2023
14,Souto Espasandin Ivan,Colocador/a,188.0,0,0.0,0.0,141-2022-2023,2022-2023,10-2022-2023
15,Vidal Ferreiros Aaron,Receptor,182.0,2007,0.0,0.0,142-2022-2023,2022-2023,10-2022-2023
16,Iglesias Caamano Mario,Middle-blocker,193.0,0,0.0,0.0,143-2022-2023,2022-2023,10-2022-2023
21,Del Carmen Barbara Gabriel,Receptor,186.0,1994,0.0,0.0,144-2022-2023,2022-2023,10-2022-2023
22,Elgueta Corneo Geronimo,Opuesto,186.0,1997,0.0,0.0,145-2022-2023,2022-2023,10-2022-2023
25,Barro Moya Hector,Middle-blocker,198.0,2005,0.0,0.0,146-2022-2023,2022-2023,10-2022-2023
69,Cheng-Yang Wu,Middle-blocker,189.0,1992,0.0,0.0,147-2022-2023,2022-2023,10-2022-2023
1,Carreno Millon Marco,Receptor,193.0,2004,0.0,0.0,148-2022-2023,2022-2023,11-2022-2023
2,Torres Gomez Antonio,Receptor,183.0,2004,0.0,0.0,149-2022-2023,2022-2023,11-2022-2023
3,Rodriguez Perez Victor,Receptor,199.0,0,0.0,0.0,150-2022-2023,2022-2023,11-2022-2023
4,Gonzalez Limon Juan Manuel,Receptor,193.0,1994,0.0,0.0,151-2022-2023,2022-2023,11-2022-2023
5,Dos Santos Cezar Moises,Middle-blocker,207.0,1983,0.0,0.0,152-2022-2023,2022-2023,11-2022-2023
6,Bakonji Bernard,Colocador/a,200.0,1997,0.0,0.0,153-2022-2023,2022-2023,11-2022-2023
7,Portero Losilla Andres Francisco,Colocador/a,183.0,1991,0.0,0.0,154-2022-2023,2022-2023,11-2022-2023
8,Fernandez Jorge,Middle-blocker,202.0,1989,0.0,0.0,155-2022-2023,2022-2023,11-2022-2023
9,Ferreira Marco,Opuesto,203.0,1987,0.0,0.0,156-2022-2023,2022-2023,11-2022-2023
10,Garcia Asensio Raul,Receptor,183.0,2003,0.0,0.0,157-2022-2023,2022-2023,11-2022-2023
11,Delos Torrens Pau,Middle-blocker,198.0,2004,0.0,0.0,158-2022-2023,2022-2023,11-2022-2023
12,Vizcaino Gallardo Javier,Colocador/a,191.0,2003,0.0,0.0,159-2022-2023,2022-2023,11-2022-2023
14,Moya Berenguel Alejandro,Libero,175.0,2004,0.0,0.0,160-2022-2023,2022-2023,11-2022-2023
15,Fernandez Martinez Francisco Jose,Libero,177.0,1995,0.0,0.0,161-2022-2023,2022-2023,11-2022-2023
16,Martinez Maqueda Ruben,Receptor,185.0,2003,0.0,0.0,162-2022-2023,2022-2023,11-2022-2023
17,Gimenez Hernandez Jose Maria,Receptor,185.0,1995,0.0,0.0,163-2022-2023,2022-2023,11-2022-2023
1,Redonda Camano David,Receptor,180.0,1998,315.0,300.0,164-2022-2023,2022-2023,12-2022-2023
2,Pantaleao Luiz Felipe,Opuesto,195.0,1998,330.0,315.0,165-2022-2023,2022-2023,12-2022-2023
3,Rodrigues Dos Santos Felipe,Colocador/a,194.0,1991,310.0,300.0,166-2022-2023,2022-2023,12-2022-2023
6,Sanchis Ignasi,Colocador/a,187.0,2002,300.0,300.0,167-2022-2023,2022-2023,12-2022-2023
7,De Carvalho Cavalcante Gabriel,Receptor,199.0,1999,335.0,320.0,168-2022-2023,2022-2023,12-2022-2023
7,Peemuller Richard Willi,Opuesto,199.0,1998,321.0,342.0,169-2022-2023,2022-2023,12-2022-2023
8,Sanchez Cano Victor,Libero,184.0,1990,290.0,280.0,170-2022-2023,2022-2023,12-2022-2023
9,Rubin Victor,Libero,170.0,2001,280.0,270.0,171-2022-2023,2022-2023,12-2022-2023
10,Marcarini Raphael,Receptor,203.0,1997,330.0,320.0,172-2022-2023,2022-2023,12-2022-2023
11,Campos Canals Miquel,Middle-blocker,187.0,2001,325.0,315.0,173-2022-2023,2022-2023,12-2022-2023
12,Corona Mediavilla Fabian,Receptor,185.0,2003,310.0,305.0,174-2022-2023,2022-2023,12-2022-2023
13,Calzon Algaba Francisco Jose,Middle-blocker,198.0,1992,330.0,320.0,175-2022-2023,2022-2023,12-2022-2023
14,Frias Collado Juan Francisco,Middle-blocker,198.0,2000,325.0,315.0,176-2022-2023,2022-2023,12-2022-2023
17,Rodriguez Bonilla Roberto,Receptor,190.0,2000,335.0,320.0,177-2022-2023,2022-2023,12-2022-2023
1,Alzueta Joaquin,Middle-blocker,196.0,2000,337.0,323.0,1-2021-2022,2021-2022,1-2021-2022
2,Paradela Corton Miguel,Libero,184.0,2004,310.0,305.0,2-2021-2022,2021-2022,1-2021-2022
3,Bouza Ferreiro Victor,Receptor,187.0,1990,330.0,320.0,3-2021-2022,2021-2022,1-2021-2022
7,Loeches Buitrago Guillermo,Colocador/a,181.0,1996,306.0,297.0,4-2021-2022,2021-2022,1-2021-2022
8,Marino Gonzalez Anier,Middle-blocker,184.0,2005,310.0,300.0,5-2021-2022,2021-2022,1-2021-2022
9,Villar Alvarez Raul,Receptor,183.0,2004,310.0,300.0,6-2021-2022,2021-2022,1-2021-2022
10,Dovale Fidalgo Mario,Libero,185.0,0,320.0,310.0,7-2021-2022,2021-2022,1-2021-2022
11,Villar Alvarez Pablo,Colocador/a,186.0,2002,320.0,310.0,8-2021-2022,2021-2022,1-2021-2022
12,Rodriguez Rubio Aurelio,Middle-blocker,193.0,2000,308.0,300.0,9-2021-2022,2021-2022,1-2021-2022
13,Mena Romero Pau,Opuesto,197.0,2001,338.0,332.0,10-2021-2022,2021-2022,1-2021-2022
14,Folgueira Fernandez Iago,Middle-blocker,195.0,1994,316.0,310.0,11-2021-2022,2021-2022,1-2021-2022
15,Bruschini Soto Agustin,Opuesto,197.0,1999,333.0,318.0,12-2021-2022,2021-2022,1-2021-2022
17,Biliato Luca,Receptor,179.0,1993,312.0,310.0,13-2021-2022,2021-2022,1-2021-2022
19,Cela Gonzalez Marcos,Colocador/a,183.0,2004,310.0,300.0,14-2021-2022,2021-2022,1-2021-2022
5,Jukoski Da Silva Pedro H.,Colocador/a,192.0,1995,331.0,312.0,15-2021-2022,2021-2022,2-2021-2022
9,Bugallo Sanchez Pablo,Middle-blocker,196.0,1991,330.0,315.0,16-2021-2022,2021-2022,2-2021-2022
10,Kobzev Vitali,Middle-blocker,199.0,1994,345.0,340.0,17-2021-2022,2021-2022,2-2021-2022
11,Jovanovic Milan,Colocador/a,195.0,1996,340.0,333.0,18-2021-2022,2021-2022,2-2021-2022
12,Igual Rabanete Javier,Receptor,182.0,2002,330.0,310.0,19-2021-2022,2021-2022,2-2021-2022
13,Villena Rodriguez Andres,Opuesto,195.0,1993,356.0,330.0,20-2021-2022,2021-2022,2-2021-2022
16,Monteagudo del Pueblo Joaquin,Middle-blocker,199.0,1996,338.0,318.0,21-2021-2022,2021-2022,2-2021-2022
17,Dimitrov Rangelov Martin,Opuesto,194.0,1999,340.0,330.0,22-2021-2022,2021-2022,2-2021-2022
18,Gamiz Padilla Aaron,Libero,182.0,1988,0.0,0.0,23-2021-2022,2021-2022,2-2021-2022
19,Petty Gregory C.,Receptor,196.0,1993,345.0,335.0,24-2021-2022,2021-2022,2-2021-2022
20,Vildosola Mariano,Receptor,190.0,1991,335.0,330.0,25-2021-2022,2021-2022,2-2021-2022
21,Ereu Thomas,Receptor,192.0,1979,340.0,335.0,26-2021-2022,2021-2022,2-2021-2022
1,Vanole Nogueira Silva Thiago,Receptor,190.0,1994,0.0,0.0,27-2021-2022,2021-2022,3-2021-2022
2,Chourio Gonzalez Anderson Jose,Opuesto,198.0,1986,0.0,0.0,28-2021-2022,2021-2022,3-2021-2022
4,Cabrer Gomila Joan Francsesc,Receptor,190.0,1994,0.0,0.0,29-2021-2022,2021-2022,3-2021-2022
5,Mendez Jimenez Victor,Middle-blocker,197.0,1997,0.0,0.0,30-2021-2022,2021-2022,3-2021-2022
6,Piris Guiscafre Antoni,Libero,180.0,2001,0.0,0.0,31-2021-2022,2021-2022,3-2021-2022
7,Filter Albrecht Caetano,Receptor,190.0,1995,0.0,0.0,32-2021-2022,2021-2022,3-2021-2022
8,Gallego Sanchez Miguel,Colocador/a,186.0,1982,0.0,0.0,33-2021-2022,2021-2022,3-2021-2022
9,Barsemian Raymond,Opuesto,198.0,1997,0.0,0.0,34-2021-2022,2021-2022,3-2021-2022
10,Da Cruz Neto Walter,Middle-blocker,204.0,1989,0.0,0.0,35-2021-2022,2021-2022,3-2021-2022
11,Catala Garcies Andreu,Libero,190.0,1995,0.0,0.0,36-2021-2022,2021-2022,3-2021-2022
14,Ramirez Chueca Sergio,Colocador/a,191.0,1994,0.0,0.0,37-2021-2022,2021-2022,3-2021-2022
15,Mesquida Pomar Francesc,Receptor,194.0,1994,0.0,0.0,38-2021-2022,2021-2022,3-2021-2022
18,Llopart Alejandro,Middle-blocker,193.0,1998,0.0,0.0,39-2021-2022,2021-2022,3-2021-2022
1,Fernandez Rojas Alejandro,Libero,183.0,1987,320.0,300.0,40-2021-2022,2021-2022,4-2021-2022
2,Hage Guillerme,Receptor,202.0,1988,350.0,340.0,41-2021-2022,2021-2022,4-2021-2022
3,Escobar Silvaa Yadrian,Opuesto,201.0,1988,350.0,340.0,42-2021-2022,2021-2022,4-2021-2022
5,Cezar Moises,Middle-blocker,207.0,1983,353.0,342.0,43-2021-2022,2021-2022,4-2021-2022
7,Delgado Gustavo,Libero,193.0,1986,345.0,330.0,44-2021-2022,2021-2022,4-2021-2022
8,Bertassoni Paulo Renan,Colocador/a,186.0,1985,340.0,325.0,45-2021-2022,2021-2022,4-2021-2022
9,Martin Perez Cesar,Colocador/a,187.0,1995,330.0,323.0,46-2021-2022,2021-2022,4-2021-2022
10,Almansa Jorge,Receptor,195.0,1991,346.0,330.0,47-2021-2022,2021-2022,4-2021-2022
11,Rodriguez Dosal Angel,Opuesto,198.0,1995,345.0,335.0,48-2021-2022,2021-2022,4-2021-2022
13,Hernandez Cardonell Yosvany,Receptor,200.0,1991,360.0,348.0,49-2021-2022,2021-2022,4-2021-2022
14,Ruiz Mira Borja,Middle-blocker,203.0,1992,356.0,340.0,50-2021-2022,2021-2022,4-2021-2022
15,Iribarne Fernandez Francisco Javier,Receptor,197.0,1998,340.0,330.0,51-2021-2022,2021-2022,4-2021-2022
42,Knigge Matthew,Middle-blocker,203.0,1996,358.0,340.0,52-2021-2022,2021-2022,4-2021-2022
1,Pont Perello Guillem,Colocador/a,178.0,2002,0.0,0.0,53-2021-2022,2021-2022,5-2021-2022
3,Sanchez Sayes Alejandro,Libero,172.0,2003,0.0,0.0,54-2021-2022,2021-2022,5-2021-2022
4,Llado Casellas Juan,Receptor,190.0,2000,0.0,0.0,55-2021-2022,2021-2022,5-2021-2022
5,De Carvalho Furtado Carlos Manuel,Middle-blocker,201.0,1995,0.0,0.0,56-2021-2022,2021-2022,5-2021-2022
6,Bernal Bravo Abel,Middle-blocker,197.0,1981,0.0,0.0,57-2021-2022,2021-2022,5-2021-2022
7,De la Rosa Canellas Antonio,Opuesto,195.0,2002,0.0,0.0,58-2021-2022,2021-2022,5-2021-2022
8,Gimenez Hernandez Jose Maria,Receptor,188.0,1995,0.0,0.0,59-2021-2022,2021-2022,5-2021-2022
9,Riera Granada Adrian,Receptor,180.0,2002,0.0,0.0,60-2021-2022,2021-2022,5-2021-2022
10,Ruiz Daniel,Libero,190.0,1995,0.0,0.0,61-2021-2022,2021-2022,5-2021-2022
11,Cairus Renzo,Receptor,190.0,1990,0.0,0.0,62-2021-2022,2021-2022,5-2021-2022
13,De Melo Rodrigo Roberto,Opuesto,194.0,1996,0.0,0.0,63-2021-2022,2021-2022,5-2021-2022
14,Sanchez Ignacio,Colocador/a,193.0,1991,0.0,0.0,64-2021-2022,2021-2022,5-2021-2022
19,Serra Garau Pau,Middle-blocker,186.0,2002,0.0,0.0,65-2021-2022,2021-2022,5-2021-2022
21,Cheng-Yang Wu,Middle-blocker,187.0,1992,0.0,0.0,66-2021-2022,2021-2022,5-2021-2022
2,Losada Gordaliza Roi,Colocador/a,190.0,2003,320.0,310.0,67-2021-2022,2021-2022,6-2021-2022
4,Keegan Vicoy Michael Daniel,Colocador/a,192.0,1997,330.0,320.0,68-2021-2022,2021-2022,6-2021-2022
5,Pinon Hermida Marcos,Libero,177.0,1993,270.0,265.0,69-2021-2022,2021-2022,6-2021-2022
6,Enriquez Verdi Jose Manuel,Middle-blocker,199.0,1990,345.0,340.0,70-2021-2022,2021-2022,6-2021-2022
7,Fernandez Rodriguez Francisco,Receptor,186.0,1996,330.0,320.0,71-2021-2022,2021-2022,6-2021-2022
8,Rodriguez Villadoniga Boris,Middle-blocker,193.0,1991,345.0,340.0,72-2021-2022,2021-2022,6-2021-2022
9,Blanco Couce Marcos,Receptor,197.0,1996,335.0,330.0,73-2021-2022,2021-2022,6-2021-2022
10,Silva Oliveira Marcus Vinicius,Receptor,196.0,2001,330.0,320.0,74-2021-2022,2021-2022,6-2021-2022
11,Gomez Moreno Manuel,Receptor,192.0,2003,330.0,320.0,75-2021-2022,2021-2022,6-2021-2022
12,Pinheiro Leonardo Henrique,Opuesto,208.0,1986,350.0,345.0,76-2021-2022,2021-2022,6-2021-2022
13,Wunschmann Porta Lucas,Opuesto,188.0,2002,320.0,310.0,77-2021-2022,2021-2022,6-2021-2022
14,Castrillon Ranal Alejandro,Middle-blocker,192.0,2003,280.0,280.0,78-2021-2022,2021-2022,6-2021-2022
17,Vizoso Sautua Alejandro,Libero,168.0,2005,260.0,250.0,79-2021-2022,2021-2022,6-2021-2022
18,Tacon Oubel Antonio,Colocador/a,179.0,1992,290.0,280.0,80-2021-2022,2021-2022,6-2021-2022
20,Atiqui Salah,Middle-blocker,190.0,1997,310.0,300.0,81-2021-2022,2021-2022,6-2021-2022
2,Ribas Brockert Alejandro,Middle-blocker,194.0,2004,330.0,322.0,82-2021-2022,2021-2022,7-2021-2022
4,Amigo Roldan Hugo,Opuesto,179.0,2002,315.0,304.0,83-2021-2022,2021-2022,7-2021-2022
5,Pascual Jorge,Middle-blocker,196.0,2000,320.0,307.0,84-2021-2022,2021-2022,7-2021-2022
6,Funes Facundo Jesus,Receptor,183.0,1994,343.0,325.0,85-2021-2022,2021-2022,7-2021-2022
7,Mengod Bautista Fernando,Receptor,185.0,1993,320.0,310.0,86-2021-2022,2021-2022,7-2021-2022
8,Rodenas Cabanas Raul,Receptor,187.0,1987,310.0,305.0,87-2021-2022,2021-2022,7-2021-2022
9,Nogueira Amorim Victor Lucas,Opuesto,200.0,1997,345.0,322.0,88-2021-2022,2021-2022,7-2021-2022
10,Huerta Fabregat Jose Ignacio,Colocador/a,180.0,1998,307.0,296.0,89-2021-2022,2021-2022,7-2021-2022
11,Izquierdo Marin Javier,Libero,185.0,1999,308.0,295.0,90-2021-2022,2021-2022,7-2021-2022
12,Monfort Minaya Vicente,Colocador/a,184.0,1988,320.0,311.0,91-2021-2022,2021-2022,7-2021-2022
13,Jarque Gracia Javier,Opuesto,196.0,1998,340.0,322.0,92-2021-2022,2021-2022,7-2021-2022
15,Dangel Mulen Armando,Opuesto,192.0,1989,340.0,320.0,93-2021-2022,2021-2022,7-2021-2022
16,Iborra Ballester Hector,Libero,178.0,2003,0.0,0.0,94-2021-2022,2021-2022,7-2021-2022
17,Nagiev Vladis,Middle-blocker,203.0,1992,335.0,325.0,95-2021-2022,2021-2022,7-2021-2022
18,Bernabeu Judez Joaquin Jesus,Libero,175.0,1987,271.0,262.0,96-2021-2022,2021-2022,7-2021-2022
19,de Juan David,Receptor,191.0,1998,340.0,315.0,97-2021-2022,2021-2022,7-2021-2022
20,Postemsky Ivan,Middle-blocker,202.0,1992,340.0,322.0,98-2021-2022,2021-2022,7-2021-2022
21,Mengod Bautista Javier,Libero,182.0,1996,302.0,290.0,99-2021-2022,2021-2022,7-2021-2022
24,Valencia Machirant Pablo,Middle-blocker,193.0,1987,322.0,309.0,100-2021-2022,2021-2022,7-2021-2022
4,Garcia Borras Hector,Colocador/a,179.0,1998,0.0,0.0,101-2021-2022,2021-2022,8-2021-2022
6,Mesaudi Hamed Soufian,Receptor,182.0,2003,0.0,0.0,102-2021-2022,2021-2022,8-2021-2022
7,Tahiri El Aissati Mikael,Opuesto,178.0,1997,0.0,0.0,103-2021-2022,2021-2022,8-2021-2022
9,Lopez Garcia Ruben,Middle-blocker,200.0,1999,0.0,0.0,104-2021-2022,2021-2022,8-2021-2022
10,Luengas Ignacio Agustin,Receptor,201.0,1996,0.0,0.0,105-2021-2022,2021-2022,8-2021-2022
11,Ferrera Garcia Mario,Libero,187.0,1987,0.0,0.0,106-2021-2022,2021-2022,8-2021-2022
12,Diedhiou Pascal Jean,Middle-blocker,210.0,1993,0.0,0.0,107-2021-2022,2021-2022,8-2021-2022
21,Monfort Minaya Javier,Receptor,193.0,1990,0.0,0.0,108-2021-2022,2021-2022,8-2021-2022
22,Scarpin Maximiliano,Middle-blocker,198.0,1990,0.0,0.0,109-2021-2022,2021-2022,8-2021-2022
24,Giustiniano Mariano Ariel,Receptor,190.0,1986,0.0,0.0,110-2021-2022,2021-2022,8-2021-2022
28,Riganti Juan Martin,Colocador/a,186.0,1988,0.0,0.0,111-2021-2022,2021-2022,8-2021-2022
87,Martina Federico,Opuesto,202.0,1992,0.0,0.0,112-2021-2022,2021-2022,8-2021-2022
1,Perez Jaime,Colocador/a,194.0,1985,320.0,310.0,113-2021-2022,2021-2022,9-2021-2022
2,Salvador Esteban Manuel,Receptor,192.0,1986,330.0,320.0,114-2021-2022,2021-2022,9-2021-2022
4,Gimeno Rubio Alvaro,Opuesto,205.0,1999,350.0,340.0,115-2021-2022,2021-2022,9-2021-2022
5,Lorente Lopez Lucas,Colocador/a,194.0,2001,325.0,315.0,116-2021-2022,2021-2022,9-2021-2022
6,Silva Nascimiento Igor Iuri,Middle-blocker,204.0,1993,340.0,330.0,117-2021-2022,2021-2022,9-2021-2022
7,Olalla Gomez Adrian,Receptor,197.0,2001,345.0,335.0,118-2021-2022,2021-2022,9-2021-2022
9,Villalba Zamorano Jose,Receptor,192.0,2000,335.0,325.0,119-2021-2022,2021-2022,9-2021-2022
10,San Martin Rodriguez Alejandro,Libero,180.0,1994,310.0,300.0,120-2021-2022,2021-2022,9-2021-2022
13,Frias Collado Juan Francisco,Middle-blocker,198.0,2000,325.0,315.0,121-2021-2022,2021-2022,9-2021-2022
15,Martin Herrero Luis,Opuesto,185.0,1996,325.0,315.0,122-2021-2022,2021-2022,9-2021-2022
17,Folguera Xavier,Colocador/a,178.0,1988,315.0,305.0,123-2021-2022,2021-2022,9-2021-2022
18,Jimenez Abeytua Rodrigo,Libero,0.0,2005,0.0,0.0,124-2021-2022,2021-2022,9-2021-2022
18,Serna Asensio Oscar,Libero,180.0,1999,305.0,295.0,125-2021-2022,2021-2022,9-2021-2022
19,Dos Santos Junior Mario Augusto,Middle-blocker,200.0,1988,340.0,330.0,126-2021-2022,2021-2022,9-2021-2022
21,Tenorio Capeloci Davi,Opuesto,0.0,2005,0.0,0.0,127-2021-2022,2021-2022,9-2021-2022
1,Alves Castro Adrian,Libero,168.0,0,0.0,0.0,128-2021-2022,2021-2022,10-2021-2022
2,Tubio Ageitos Alberto,Libero,172.0,2003,0.0,0.0,129-2021-2022,2021-2022,10-2021-2022
